Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location
170,Round Picnic Table,Unknown,Unknown,99 STREET NW,1090,DOWNTOWN,WARD 06,53.544208807539,-113.489616651625,"(53.544208807539, -113.489616651625)"
235,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.561739245244,-113.453652312898,"(53.561739245244, -113.453652312898)"
160,Square Picnic Table,Wood,Metal,127 AVENUE NW,3260,LAUDERDALE,WARD 02,53.5856276617497,-113.514724958761,"(53.5856276617497, -113.514724958761)"
295,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.5793471691988,-113.369305081795,"(53.5793471691988, -113.369305081795)"
669,Square Picnic Table,Composite,Metal,AMBLESIDE DRIVE SW,5505,AMBLESIDE,WARD 09,53.4326544855191,-113.604114292228,"(53.4326544855191, -113.604114292228)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.51146603146,-113.546167361668,"(53.51146603146, -113.546167361668)"
149,Square Picnic Table,Wood,Metal,QUEEN ELIZABETH PARK ROAD NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5246694584101,-113.4967475081,"(53.5246694584101, -113.4967475081)"
263,Square Picnic Table,Wood,Aggregate,128 AVENUE NW,2380,KENNEDALE INDUSTRIAL,WARD 04,53.5864004916419,-113.434001165283,"(53.5864004916419, -113.434001165283)"
153,Square Picnic Table,Wood,Metal,84 AVENUE NW,5200,GARNEAU,WARD 08,53.5198839079064,-113.513254588178,"(53.5198839079064, -113.513254588178)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5570914477407,-113.406188306459,"(53.5570914477407, -113.406188306459)"
261,Square Picnic Table,Concrete,Aggregate,44 AVENUE NW,6500,MILL WOODS GOLF COURSE,WARD 11,53.4846229723539,-113.422402236493,"(53.4846229723539, -113.422402236493)"
211,Square Picnic Table,Wood,Metal,103A AVENUE NW,1190,RIVER VALLEY KINNAIRD,WARD 07,53.5507840401288,-113.470537895377,"(53.5507840401288, -113.470537895377)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5545476402518,-113.383955411147,"(53.5545476402518, -113.383955411147)"
170,Square Picnic Table,Unknown,Unknown,102 AVENUE NW,1090,DOWNTOWN,WARD 06,53.5439152645854,-113.489975493214,"(53.5439152645854, -113.489975493214)"
149,Square Picnic Table,Wood,Wood,109 STREET NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5269965693569,-113.511490847323,"(53.5269965693569, -113.511490847323)"
170,Square Picnic Table,Unknown,Unknown,102 AVENUE NW,1090,DOWNTOWN,WARD 06,53.5439012861876,-113.48995828568,"(53.5439012861876, -113.48995828568)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5111838673991,-113.54989449051,"(53.5111838673991, -113.54989449051)"
261,Square Picnic Table,Concrete,Aggregate,44 AVENUE NW,6500,MILL WOODS GOLF COURSE,WARD 11,53.4849816707896,-113.424239671044,"(53.4849816707896, -113.424239671044)"
82,Square Picnic Table,Metal,Wood,LEGER ROAD NW,5630,LEGER,WARD 09,53.4575463935575,-113.581876126444,"(53.4575463935575, -113.581876126444)"
392,Square Picnic Table,Wood,Metal,TOMLINSON GREEN NW,5640,TERWILLEGAR TOWNE,WARD 09,53.4521963175219,-113.585227734228,"(53.4521963175219, -113.585227734228)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.527080921438,-113.552042094789,"(53.527080921438, -113.552042094789)"
192,Square Picnic Table,Wood,Metal,140 AVENUE NW,2580,NORTHMOUNT,WARD 07,53.6033558506086,-113.481971464948,"(53.6033558506086, -113.481971464948)"
149,Square Picnic Table,Wood,Wood,RIVER VALLEY ROAD NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5281258024472,-113.507137027676,"(53.5281258024472, -113.507137027676)"
299,Square Picnic Table,Wood,Aggregate,37 STREET NW,6030,BISSET,WARD 12,53.4615948129891,-113.399300377257,"(53.4615948129891, -113.399300377257)"
357,Square Picnic Table,Wood,Metal,208 STREET NW,4461,THE HAMPTONS,WARD 05,53.4927696055628,-113.679912723454,"(53.4927696055628, -113.679912723454)"
55,Square Picnic Table,Wood,Metal,HENDERSON STREET NW,5230,HENDERSON ESTATES,WARD 09,53.4687190238177,-113.597822057598,"(53.4687190238177, -113.597822057598)"
248,Square Picnic Table,Wood,Aggregate,66 STREET NW,6510,MILL WOODS PARK,WARD 11,53.455055495827,-113.436083132854,"(53.455055495827, -113.436083132854)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5092207974937,-113.555028024671,"(53.5092207974937, -113.555028024671)"
73,Square Picnic Table,Wood,Metal,FORT EDMONTON PARK ROAD NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5049583957832,-113.560937316703,"(53.5049583957832, -113.560937316703)"
377,Square Picnic Table,Wood,Aggregate,105 AVENUE NW,4060,BRITANNIA YOUNGSTOWN,WARD 01,53.5489435741655,-113.5929837649,"(53.5489435741655, -113.5929837649)"
669,Square Picnic Table,Composite,Metal,AMBLESIDE DRIVE SW,5505,AMBLESIDE,WARD 09,53.4328085687789,-113.603851136009,"(53.4328085687789, -113.603851136009)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5095155482542,-113.554125655964,"(53.5095155482542, -113.554125655964)"
151,Square Picnic Table,Wood,Metal,51 AVENUE NW,5270,LENDRUM PLACE,WARD 10,53.4888694868265,-113.522114259624,"(53.4888694868265, -113.522114259624)"
141,Square Picnic Table,Unknown,Unknown,119 STREET NW,1150,OLIVER,WARD 06,53.5451476242874,-113.526492689114,"(53.5451476242874, -113.526492689114)"
137,Square Picnic Table,Composite,Metal,114 STREET NW,5220,GREENFIELD,WARD 10,53.4728513657919,-113.526002934015,"(53.4728513657919, -113.526002934015)"
201,Square Picnic Table,Wood,Metal,101 AVENUE NW,1210,RIVERDALE,WARD 06,53.5431272912882,-113.468369051698,"(53.5431272912882, -113.468369051698)"
173,Square Picnic Table,Metal,Metal,109 AVENUE NW,1030,CENTRAL MCDOUGALL,WARD 06,53.5549510641592,-113.503349588189,"(53.5549510641592, -113.503349588189)"
73,Square Picnic Table,Wood,Metal,KEILLOR TRAIL NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5039253329226,-113.558129115972,"(53.5039253329226, -113.558129115972)"
603,Square Picnic Table,Aggregate,Wood,172 AVENUE NW,3030,BATURYN,WARD 03,53.6328203831927,-113.504960539055,"(53.6328203831927, -113.504960539055)"
128,Square Picnic Table,Wood,Aggregate,134B AVENUE NW,3250,KENSINGTON,WARD 02,53.5956029659983,-113.530763231955,"(53.5956029659983, -113.530763231955)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5546043353991,-113.385581281746,"(53.5546043353991, -113.385581281746)"
51,Square Picnic Table,Wood,Aggregate,165 STREET NW,4590,WEST MEADOWLARK PARK,WARD 01,53.5296541750106,-113.606982980615,"(53.5296541750106, -113.606982980615)"
197,Square Picnic Table,Wood,Metal,28 AVENUE NW,6570,PARSONS INDUSTRIAL,WARD 11,53.4604914398444,-113.480306434616,"(53.4604914398444, -113.480306434616)"
103,Square Picnic Table,Wood,Metal,114 AVENUE NW,3450,WOODCROFT,WARD 02,53.5620228124182,-113.559342820879,"(53.5620228124182, -113.559342820879)"
79,Square Picnic Table,Wood,Metal,131 STREET NW,3380,RIVER VALLEY CAPITOL HILL,WARD 01,53.5158243026677,-113.547970267437,"(53.5158243026677, -113.547970267437)"
170,Square Picnic Table,Wood,Metal,JASPER AVENUE NW,1090,DOWNTOWN,WARD 06,53.5412170357162,-113.500598564665,"(53.5412170357162, -113.500598564665)"
435,Square Picnic Table,Wood,Aggregate,EDWARDS DRIVE SW,6211,ELLERSLIE,WARD 12,53.4290578861511,-113.458840015489,"(53.4290578861511, -113.458840015489)"
90,Square Picnic Table,Wood,Wood,143 STREET NW,3300,MCQUEEN,WARD 06,53.5525907006621,-113.56721862839,"(53.5525907006621, -113.56721862839)"
103,Square Picnic Table,Wood,Aggregate,111 AVENUE NW,3450,WOODCROFT,WARD 02,53.5604194705097,-113.562119725175,"(53.5604194705097, -113.562119725175)"
426,Square Picnic Table,Composite,Metal,MACEWAN ROAD SW,5452,MACEWAN,WARD 09,53.4292782179797,-113.530566406464,"(53.4292782179797, -113.530566406464)"
407,Square Picnic Table,Wood,Aggregate,105A AVENUE NW,1020,BOYLE STREET,WARD 06,53.5519651718138,-113.475970619378,"(53.5519651718138, -113.475970619378)"
113,Square Picnic Table,Composite,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5327110770395,-113.533198166308,"(53.5327110770395, -113.533198166308)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5545007744152,-113.383917397845,"(53.5545007744152, -113.383917397845)"
254,Square Picnic Table,Wood,Aggregate,FORT ROAD NW,2080,BELVEDERE,WARD 04,53.5847778366514,-113.44228645385,"(53.5847778366514, -113.44228645385)"
84,Square Picnic Table,Wood,Metal,56 AVENUE NW,5080,BRANDER GARDENS,WARD 09,53.4936758000423,-113.575823146408,"(53.4936758000423, -113.575823146408)"
170,Square Picnic Table,Wood,Metal,99 AVENUE NW,1090,DOWNTOWN,WARD 06,53.5367771122634,-113.500543488834,"(53.5367771122634, -113.500543488834)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5105668300105,-113.54788775892,"(53.5105668300105, -113.54788775892)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5083067402577,-113.557075947504,"(53.5083067402577, -113.557075947504)"
307,Square Picnic Table,Wood,Aggregate,139 AVENUE NW,2320,HAIRSINE,WARD 04,53.6033309491076,-113.390361933673,"(53.6033309491076, -113.390361933673)"
851,Square Picnic Table,Wood,Metal,95A STREET NW,6491,MILL CREEK RAVINE NORTH,WARD 08,53.5200324363867,-113.474516648339,"(53.5200324363867, -113.474516648339)"
126,Square Picnic Table,Metal,Metal,153 AVENUE NW,3180,DUNLUCE,WARD 03,53.6169771502277,-113.52708645969,"(53.6169771502277, -113.52708645969)"
245,Square Picnic Table,Wood,Aggregate,LAKEWOOD ROAD NORTH NW,6340,KAMEYOSEK,WARD 11,53.4614827479511,-113.443198688025,"(53.4614827479511, -113.443198688025)"
197,Square Picnic Table,Wood,Metal,31 AVENUE NW,6570,PARSONS INDUSTRIAL,WARD 11,53.4609856090894,-113.479711151391,"(53.4609856090894, -113.479711151391)"
479,Square Picnic Table,Wood,Metal,104 AVENUE NW,3440,WESTMOUNT,WARD 06,53.5460339158776,-113.540971462913,"(53.5460339158776, -113.540971462913)"
235,Square Picnic Table,Wood,Aggregate,WAYNE GRETZKY DRIVE NW,1240,VIRGINIA PARK,WARD 07,53.561953752654,-113.446914551734,"(53.561953752654, -113.446914551734)"
113,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5343623043423,-113.53789905634,"(53.5343623043423, -113.53789905634)"
170,Round Picnic Table,Unknown,Unknown,102A AVENUE NW,1090,DOWNTOWN,WARD 06,53.5441954357873,-113.488683076352,"(53.5441954357873, -113.488683076352)"
246,Square Picnic Table,Wood,Metal,CAPILANO PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5613651811865,-113.421801758264,"(53.5613651811865, -113.421801758264)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5343472527647,-113.524051589962,"(53.5343472527647, -113.524051589962)"
167,Square Picnic Table,Wood,Aggregate,29A AVENUE NW,5180,ERMINESKIN,WARD 10,53.4605984389627,-113.513394730612,"(53.4605984389627, -113.513394730612)"
75,Square Picnic Table,Wood,Aggregate,153 STREET NW,4580,WEST JASPER PLACE,WARD 01,53.5335934190356,-113.584476212771,"(53.5335934190356, -113.584476212771)"
118,Square Picnic Table,Wood,Aggregate,158 AVENUE NW,3320,OXFORD,WARD 02,53.6197255830663,-113.550405914886,"(53.6197255830663, -113.550405914886)"
316,Round Picnic Table,Composite,Metal,HERMITAGE ROAD NW,2120,CANON RIDGE,WARD 04,53.5805614468627,-113.378103141835,"(53.5805614468627, -113.378103141835)"
170,Square Picnic Table,Unknown,Unknown,99 STREET NW,1090,DOWNTOWN,WARD 06,53.544150433461,-113.489696940001,"(53.544150433461, -113.489696940001)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5543947647434,-113.384469577045,"(53.5543947647434, -113.384469577045)"
103,Square Picnic Table,Wood,Metal,112 AVENUE NW,3450,WOODCROFT,WARD 02,53.5599151597271,-113.563967642935,"(53.5599151597271, -113.563967642935)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5551058560386,-113.384968813963,"(53.5551058560386, -113.384968813963)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5290781475458,-113.546615122119,"(53.5290781475458, -113.546615122119)"
189,Square Picnic Table,Wood,Aggregate,119 AVENUE NW,1010,ALBERTA AVENUE,WARD 07,53.5716638209411,-113.483060129741,"(53.5716638209411, -113.483060129741)"
73,Square Picnic Table,Wood,Metal,FORT EDMONTON PARK ROAD NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5043573465941,-113.561383932544,"(53.5043573465941, -113.561383932544)"
803,Square Picnic Table,Wood,Aggregate,195 AVENUE NE,2670,RURAL NORTH EAST HORSE HILL,WARD 04,53.6570339466798,-113.343073156727,"(53.6570339466798, -113.343073156727)"
160,Square Picnic Table,Wood,Metal,129 AVENUE NW,3260,LAUDERDALE,WARD 02,53.5870058231277,-113.513352019035,"(53.5870058231277, -113.513352019035)"
233,Square Picnic Table,Wood,Aggregate,LAKEWOOD ROAD SOUTH NW,6470,MEYONOHK,WARD 11,53.4547772649158,-113.455808615316,"(53.4547772649158, -113.455808615316)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5265235535936,-113.544171152124,"(53.5265235535936, -113.544171152124)"
209,Square Picnic Table,Wood,Aggregate,124 AVENUE NW,1100,EASTWOOD,WARD 07,53.5800413170972,-113.469606716772,"(53.5800413170972, -113.469606716772)"
140,Round Picnic Table,Wood,Wood,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5376579691344,-113.531670866803,"(53.5376579691344, -113.531670866803)"
107,Square Picnic Table,Composite,Metal,102 AVENUE NW,3200,GLENORA,WARD 06,53.5431911642756,-113.556119563099,"(53.5431911642756, -113.556119563099)"
149,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5262696844807,-113.509109882274,"(53.5262696844807, -113.509109882274)"
46,Other Table,Wood,Aggregate,83 AVENUE NW,4140,ELMWOOD,WARD 05,53.5159506405099,-113.606049241445,"(53.5159506405099, -113.606049241445)"
857,Square Picnic Table,Wood,Wood,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.508357728637,-113.556998510902,"(53.508357728637, -113.556998510902)"
57,Square Picnic Table,Wood,Aggregate,110 AVENUE NW,4290,MAYFIELD,WARD 01,53.5553986634964,-113.595526998128,"(53.5553986634964, -113.595526998128)"
235,Other Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.5622600972125,-113.455256889623,"(53.5622600972125, -113.455256889623)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5561865460217,-113.406907807459,"(53.5561865460217, -113.406907807459)"
297,Square Picnic Table,Concrete,Aggregate,38 STREET NW,6370,KINISKI GARDENS,WARD 12,53.4750860877416,-113.400118411426,"(53.4750860877416, -113.400118411426)"
170,Round Picnic Table,Unknown,Unknown,99 STREET NW,1090,DOWNTOWN,WARD 06,53.5442677084886,-113.489631822498,"(53.5442677084886, -113.489631822498)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5577916863564,-113.406107223952,"(53.5577916863564, -113.406107223952)"
118,Square Picnic Table,Wood,Aggregate,158 AVENUE NW,3320,OXFORD,WARD 02,53.6196101080489,-113.550512040214,"(53.6196101080489, -113.550512040214)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5276818462005,-113.552521586333,"(53.5276818462005, -113.552521586333)"
73,Square Picnic Table,Wood,Metal,FOX DRIVE NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5023905071566,-113.560906631117,"(53.5023905071566, -113.560906631117)"
170,Round Picnic Table,Unknown,Unknown,99 STREET NW,1090,DOWNTOWN,WARD 06,53.544755523139,-113.489726488648,"(53.544755523139, -113.489726488648)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5087131281757,-113.555863608937,"(53.5087131281757, -113.555863608937)"
170,Square Picnic Table,Wood,Metal,JASPER AVENUE NW,1090,DOWNTOWN,WARD 06,53.5411156980371,-113.500442735602,"(53.5411156980371, -113.500442735602)"
103,Square Picnic Table,Wood,Metal,139 STREET NW,3450,WOODCROFT,WARD 02,53.5645004239119,-113.561746102592,"(53.5645004239119, -113.561746102592)"
479,Round Picnic Table,Metal,Metal,109 AVENUE NW,3440,WESTMOUNT,WARD 06,53.5543922473113,-113.542120525007,"(53.5543922473113, -113.542120525007)"
149,Square Picnic Table,Wood,Metal,QUEEN ELIZABETH PARK ROAD NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5244793668766,-113.499609264682,"(53.5244793668766, -113.499609264682)"
254,Square Picnic Table,Wood,Aggregate,FORT ROAD NW,2080,BELVEDERE,WARD 04,53.5846470075817,-113.442281880748,"(53.5846470075817, -113.442281880748)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5095655715526,-113.55005433628,"(53.5095655715526, -113.55005433628)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5543297111936,-113.384182630935,"(53.5543297111936, -113.384182630935)"
160,Square Picnic Table,Metal,Metal,131A AVENUE NW,3260,LAUDERDALE,WARD 02,53.5907543492553,-113.506078435361,"(53.5907543492553, -113.506078435361)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5546242044571,-113.385506160554,"(53.5546242044571, -113.385506160554)"
82,Square Picnic Table,Metal,Wood,LEGER ROAD NW,5630,LEGER,WARD 09,53.4575874586735,-113.581926360625,"(53.4575874586735, -113.581926360625)"
149,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5282193687674,-113.504994532471,"(53.5282193687674, -113.504994532471)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5107719249499,-113.549116832785,"(53.5107719249499, -113.549116832785)"
299,Square Picnic Table,Wood,Aggregate,37 STREET NW,6030,BISSET,WARD 12,53.4617725163018,-113.398935333161,"(53.4617725163018, -113.398935333161)"
235,Other Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.5623235591469,-113.455266960421,"(53.5623235591469, -113.455266960421)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.55346644953,-113.38833112807,"(53.55346644953, -113.38833112807)"
123,Square Picnic Table,Wood,Aggregate,12 AVENUE NW,5511,TWIN BROOKS,WARD 09,53.4428225854587,-113.526975161715,"(53.4428225854587, -113.526975161715)"
160,Square Picnic Table,Wood,Metal,129 AVENUE NW,3260,LAUDERDALE,WARD 02,53.5871688788865,-113.512455493757,"(53.5871688788865, -113.512455493757)"
641,Square Picnic Table,Aggregate,Metal,176 AVENUE NW,3190,ELSINORE,WARD 03,53.6408939954833,-113.505404038781,"(53.6408939954833, -113.505404038781)"
235,Square Picnic Table,Metal,Metal,BORDEN PARK ROAD NW,1240,VIRGINIA PARK,WARD 07,53.5632994243043,-113.459759166141,"(53.5632994243043, -113.459759166141)"
293,Square Picnic Table,Wood,Metal,134 AVENUE NW,2710,SIFTON PARK,WARD 04,53.5943144205404,-113.409906302892,"(53.5943144205404, -113.409906302892)"
170,Square Picnic Table,Unknown,Unknown,99 AVENUE NW,1090,DOWNTOWN,WARD 06,53.5369485056653,-113.500529976972,"(53.5369485056653, -113.500529976972)"
261,Square Picnic Table,Wood,Metal,44 AVENUE NW,6500,MILL WOODS GOLF COURSE,WARD 11,53.4840988284089,-113.420922403943,"(53.4840988284089, -113.420922403943)"
189,Square Picnic Table,Wood,Aggregate,93 STREET NW,1010,ALBERTA AVENUE,WARD 07,53.5712503806305,-113.483640722244,"(53.5712503806305, -113.483640722244)"
149,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5268599510001,-113.5088139946,"(53.5268599510001, -113.5088139946)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5539535359151,-113.384953314524,"(53.5539535359151, -113.384953314524)"
108,Square Picnic Table,Composite,Metal,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.4854692139082,-113.555406538964,"(53.4854692139082, -113.555406538964)"
83,Square Picnic Table,Wood,Aggregate,43 AVENUE NW,5340,RAMSAY HEIGHTS,WARD 09,53.4809705135782,-113.581250055371,"(53.4809705135782, -113.581250055371)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5541655456021,-113.386769014132,"(53.5541655456021, -113.386769014132)"
113,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5326686993509,-113.532955360254,"(53.5326686993509, -113.532955360254)"
